Facility Category,Name of Building/Facility,Address of Building/Facility,建築物/設施名稱,建築物/設施名稱.1,Country Park/Special Area,郊野公園/特別地區,Telephone,聯絡電話,Website,網頁,Latitude Decimal Degree(DD.DDD),Longitude Decimal Degree(DD.DDD),Service Hours (From),Service Hours (To)
Country Park Toilet Locations,Toilet (Fei Ngo Shan Picnic Site No. 2; Halfway along Wilson Trail - Section No. 4),Fei Ngo Shan Picnic Site No. 2; Halfway along Wilson Trail - Section No. 4,廁所 (飛鵝山郊遊場地二號；衛奕信徑 - 第四段 中間位),飛鵝山郊遊場地二號；衛奕信徑 - 第四段 中間位,MA ON SHAN COUNTRY PARK,馬鞍山郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.35302,114.22119,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Pak Kung Au Picnic Site, Tung Chung Road)","Pak Kung Au Picnic Site, Tung Chung Road",廁所 (東涌道 伯公坳郊遊場地),東涌道 伯公坳郊遊場地,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.24858,113.94298,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Pak Kung Au Barbecue Site, Tung Chung Road)","Pak Kung Au Barbecue Site, Tung Chung Road",廁所 (東涌道 伯公坳燒烤場地),東涌道 伯公坳燒烤場地,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.24812,113.94307,0:00,24:00:00
Country Park Toilet Locations,Toilet (Junction of Tai Tam Road and Tai Tam Reservoir Road),Junction of Tai Tam Road and Tai Tam Reservoir Road,廁所 (大潭道及大潭水塘道 交界),大潭道及大潭水塘道 交界,TAI TAM COUNTRY PARK,大潭郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.24011,114.22125,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Near Tai Tam Gap Correctional Institution, Hong Kong Trail - Section No. 8)","Near Tai Tam Gap Correctional Institution, Hong Kong Trail - Section No. 8",廁所 (港島徑 - 第八段 近大潭峽懲教所),港島徑 - 第八段 近大潭峽懲教所,SHEK O COUNTRY PARK,石澳郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.25512,114.23181,0:00,24:00:00
Country Park Toilet Locations,Toilet (To Tei Wan Tsuen; Junction of Shek O Road and Hong Kong Trail - Section No. 8),To Tei Wan Tsuen; Junction of Shek O Road and Hong Kong Trail - Section No. 8,廁所 (土地灣村；石澳道及港島徑 - 第八段 交界),土地灣村；石澳道及港島徑 - 第八段 交界,SHEK O COUNTRY PARK,石澳郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.22702,114.23982,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Picnic Site No. 5, Golden Hill Road)","Picnic Site No. 5, Golden Hill Road",廁所 (金山路 郊遊場地5號),金山路 郊遊場地5號,KAM SHAN COUNTRY PARK,金山郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.35455,114.15203,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Wan Tsai West Campsite, Sai Kung)","Wan Tsai West Campsite, Sai Kung",廁所 (西貢 灣仔西營地),西貢 灣仔西營地,SAI KUNG WEST (WAN TSAI EXT.) COUNTRY PARK,西貢西 (灣仔擴建部分)郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.46553,114.3394,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Near Morning Walker Garden, Pok Fu Lam Country Park)","Near Morning Walker Garden, Pok Fu Lam Country Park",廁所 (近薄扶林郊野公園 晨運園地),近薄扶林郊野公園 晨運園地,LUNG FU SHAN COUNTRY PARK,龍虎山郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.27654,114.13274,0:00,24:00:00
Country Park Toilet Locations,Toilet (Tsin Yue Wan Campsite),Tsin Yue Wan Campsite,廁所 (煎魚灣營地),煎魚灣營地,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.20872,113.84457,0:00,24:00:00
Country Park Toilet Locations,Toilet (Sai Wan Campsite),Sai Wan Campsite,廁所 (西灣營地),西灣營地,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.39818,114.36972,0:00,24:00:00
Country Park Toilet Locations,Toilet (Sai Wan; MacLehose Trail - Section No. 2),Sai Wan; MacLehose Trail - Section No. 2,廁所 (西灣；麥理浩徑 - 第二段),西灣；麥理浩徑 - 第二段,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.39603,114.37135,0:00,24:00:00
Country Park Toilet Locations,Toilet (High Island Reservoir East Dam Picnic Site),High Island Reservoir East Dam Picnic Site,廁所 (萬宜水庫東壩郊遊場地),西貢萬宜東壩郊遊場地,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.36183,114.37155,0:00,24:00:00
Country Park Toilet Locations,Toilet (Pak Lap Campsite),Pak Lap Campsite,廁所 (白腊營地),白腊營地,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.35951,114.36531,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Ngong Ping Campsite, Ma On Shan)","Ngong Ping Campsite, Ma On Shan",廁所 (馬鞍山 昂平營地),馬鞍山 昂平營地,MA ON SHAN COUNTRY PARK,馬鞍山郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.39229,114.25162,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Hok Tau Reservoir Barbecue Site No. 1, Hok Tau Reservoir Family Walk)","Hok Tau Reservoir Barbecue Site No. 1, Hok Tau Reservoir Family Walk",廁所 (鶴藪水塘燒烤場地1號；鶴藪水塘家樂徑),鶴藪水塘燒烤場地1號；鶴藪水塘家樂徑,PAT SIN LENG COUNTRY PARK,八仙嶺郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.49123,114.18429,0:00,24:00:00
Country Park Toilet Locations,Toilet (Pak Tai To Yan Viewing Point),Pak Tai To Yan Viewing Point,廁所(北大刀屻觀景台),北大刀屻觀景台,LAM TSUEN COUNTRY PARK,林村郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.46732,114.12872,0:00,24:00:00
Country Park Toilet Locations,Toilet (Shing Mun Arboretum Entrance),"Shing Mun Arboretum Entrance, Shing Mun Forest Track - Arboretum Section",廁所 (城門標本林入口),城門標本林入口 城門林道 - 標本林段,SHING MUN COUNTRY PARK,城門郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.40524,114.15617,0:00,24:00:00
Country Park Toilet Locations,Toilet (Shing Mun Forest Track - Needle Hill Section; Halfway along MacLehose Trail - Section No. 7),Shing Mun Forest Track - Needle Hill Section; Halfway along MacLehose Trail - Section No. 7,廁所 (城門林道 - 針山段；麥理浩徑 - 第7段 中間位),城門林道 - 針山段；麥理浩徑 - 第7段 中間位,SHING MUN COUNTRY PARK,城門郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.39477,114.16835,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Nam Shan Campsite, South Lantau Road)","Nam Shan Campsite, South Lantau Road",廁所 (南大嶼路 南山營地),南大嶼路 南山營地,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.25357,113.98595,0:00,24:00:00
Country Park Toilet Locations,Toilet (High Island Reservoir East Dam; MacLehose Trail - Section No. 1),High Island Reservoir East Dam; MacLehose Trail - Section No. 1,廁所 (萬宜水庫東壩；麥理浩徑 - 第一段),萬宜水庫東壩；麥理浩徑 - 第一段,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.36557,114.37424,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Lung Fu Shan Picnic Site No. 1, Pinewood Battery Heritage Trail)","Lung Fu Shan Picnic Site No. 1, Pinewood Battery Heritage Trail",廁所 (松林砲台歷史徑 龍虎山郊遊場地1號),松林砲台歷史徑 龍虎山郊遊場地1號,LUNG FU SHAN COUNTRY PARK,龍虎山郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.27719,114.13642,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Wan Tsai South Campsite, Sai Kung)","Wan Tsai South Campsite, Sai Kung",廁所 (西貢 灣仔南營地),西貢 灣仔南營地,SAI KUNG WEST (WAN TSAI EXT.) COUNTRY PARK,西貢西 (灣仔擴建部分)郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.46174,114.34251,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Bride's Pool Road Barbecue Site No. 6, Chung Pui)","Bride's Pool Road Barbecue Site No. 6, Chung Pui",廁所 (涌背 新娘潭路燒烤場地6號),涌背 新娘潭路燒烤場地6號,PAT SIN LENG COUNTRY PARK,八仙嶺郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.48554,114.24373,0:00,24:00:00
Country Park Toilet Locations,Toilet (Shap Long Campsite),Shap Long Campsite,廁所 (十塱營地),十塱營地,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.23685,113.98821,0:00,24:00:00
Country Park Toilet Locations,Toilet (Cheung Sheung Campsite),Cheung Sheung Campsite,廁所 (嶂上營地),嶂上營地,SAI KUNG WEST COUNTRY PARK,西貢西郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.42856,114.30971,0:00,24:00:00
Country Park Toilet Locations,Toilet (Roundabout at the end of Golden Hill Road),Roundabout at the End of Golden Hill Road,廁所 (金山路尾迴旋處),金山路尾迴旋處,KAM SHAN COUNTRY PARK,金山郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.36924,114.14595,0:00,24:00:00
Country Park Toilet Locations,Toilet (Sam A Chung Campsite),Sam A Chung Campsite,廁所 (三椏涌營地),三椏涌營地,PLOVER COVE COUNTRY PARK,船灣郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.50849,114.27161,0:00,24:00:00
Country Park Toilet Locations,Toilet (Pak Fu Tin Campsite),Pak Fu Tin Campsite,廁所 (白富田營地),白富田營地,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.25158,113.99438,0:00,24:00:00
Country Park Toilet Locations,Toilet (Nai Chung Barbecue Site),Nai Chung Barbecue Site,廁所 (泥涌燒烤場地),泥涌燒烤場地,MA ON SHAN COUNTRY PARK,馬鞍山郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.42988,114.25847,0:00,24:00:00
Country Park Toilet Locations,Toilet (Junction of Forest Tracks - Needle Hill Section and Reservoir Section),Junction of Forest Tracks - Needle Hill Section and Reservoir Section,廁所 (城門林道 - 針山段及水塘段交界),城門林道 - 針山段及水塘段交界,SHING MUN COUNTRY PARK,城門郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.39228,114.15513,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Picnic Site No. 1, Piper's Road; Eagle's Nest Nature Trail Entrance)","Picnic Site No. 1, Piper's Road; Eagle's Nest Nature Trail Entrance",廁所 (琵琶山路 郊遊場地1號；鷹巢山自然教育徑入口),琵琶山路 郊遊場地1號；鷹巢山自然教育徑入口,LION ROCK COUNTRY PARK,獅子山郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.34734,114.15373,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Hok Tau Reservoir Barbecue Site No. 3, Hok Tau Reservoir Family Walk)","Hok Tau Reservoir Barbecue Site No. 3, Hok Tau Reservoir Family Walk)",廁所 (鶴藪水塘燒烤場地3號；鶴藪水塘家樂徑),鶴藪水塘燒烤場地3號；鶴藪水塘家樂徑,PAT SIN LENG COUNTRY PARK,八仙嶺郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.4901,114.18308,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Lo Kei Wan Campsite, Lantau Trail - Section No. 9)","Lo Kei Wan Campsite, Lantau Trail - Section No. 9",廁所 (鳳凰徑 - 第9段 籮箕灣營地),鳳凰徑 - 第9段 籮箕灣營地,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.21168,113.91453,0:00,24:00:00
Country Park Toilet Locations,Toilet (Bride's Pool Road Barbecue Site No. 26; Junction of Wu Kau Tang Road and Bride's Pool Road),Bride's Pool Road Barbecue Site No. 26; Junction of Wu Kau Tang Road and Bride's Pool Road,廁所 (新娘潭路燒烤場地26號；烏蛟騰路及新娘潭路交界),新娘潭路燒烤場地26號；烏蛟騰路及新娘潭路交界,PLOVER COVE COUNTRY PARK,船灣郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.50975,114.23458,0:00,24:00:00
Country Park Toilet Locations,Toilet (Fei Ngo Shan Picnic Site No. 1),Fei Ngo Shan Picnic Site No. 1,廁所 (飛鵝山郊遊場地一號),飛鵝山郊遊場地一號,MA ON SHAN COUNTRY PARK,馬鞍山郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.35022,114.22535,0:00,24:00:00
Country Park Toilet Locations,Toilet (Tai Mei Tuk Barbecue Site No. 1),Tai Mei Tuk Barbecue Site No. 1,廁所 (大美督燒烤場地1號),大美督燒烤場地1號,PLOVER COVE COUNTRY PARK,船灣郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.46847,114.23302,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Wong Lung Hang Picnic Site, Wong Lung Hang Road)","Wong Lung Hang Picnic Site, Wong Lung Hang Road",廁所 (黃龍坑道 黃龍坑郊遊場地),黃龍坑道 黃龍坑郊遊場地,LANTAU NORTH COUNTRY PARK,北大嶼郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.27219,113.95112,0:00,24:00:00
Country Park Toilet Locations,Toilet (Po Kwu Wan Campsite),Po Kwu Wan Campsite,廁所 (曝罟灣營地),曝罟灣營地,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.38216,114.32672,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Bride's Pool Road, Chung Mei)","Bride's Pool Road, Chung Mei",廁所 (涌尾 新娘潭路),涌尾 新娘潭路,PLOVER COVE COUNTRY PARK,船灣郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.49754,114.24108,0:00,24:00:00
Country Park Toilet Locations,Toilet (Opposite Tai Po Kau Management Centre),Opposite Tai Po Kau Management Centre,廁所(大埔滘管理站 對面),大埔滘管理站 對面,TAI PO KAU NATURE RESERVE,大埔滘自然護理區,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.42967,114.18092,0:00,24:00:00
Country Park Toilet Locations,"Toilet (Lung Mun Country Trail Start Point, Chuen Lung)","Lung Mun Country Trail Start Point, Chuen Lung",廁所 (川龍 龍門郊遊徑 起點),川龍 龍門郊遊徑 起點,TAI MO SHAN COUNTRY PARK,大帽山郊野公園,1823,1823,https://www.afcd.gov.hk/english/country/cou_vis/cou_vis_rec/cou_vis_dis.html,https://www.afcd.gov.hk/tc_chi/country/cou_vis/cou_vis_rec/cou_vis_dis.html,22.39032,114.11782,0:00,24:00:00
